content,cleansing
"Saya kasih bintang 1 ( satu ). Di karenakan barang yang saya pesan di kensel oleh pihak toko di tokopedia, namun aneh harus tetap bayar di kredivo, makin hari makin gak jelas sistem pembayaran nya.. sangat kecewaa",Saya kasih bintang satu Di karenakan barang yang saya pesan di kensel oleh pihak toko di tokopedia  namun aneh harus tetap bayar di kredivo  makin hari makin gak jelas sistem pembayaran nya sangat kecewaa
"Praktis sekali..mantap & lancar, ..hal-hal keuangan yang semula sulit ...dengan kredivo menjadi lebih mudah dan ringan.",Praktis sekali  mantap & lancar hal hal keuangan yang semula sulit dengan kredivo menjadi lebih mudah dan ringan
Sy sdh berapa kali minjam disini tdk pernah telat bayar.tpi knp giliran mau pengajuan pinjaman kembali malah sdh tdk bisa katanya anda belum memenuhi syarat utk pengajuan pinjaman Sy hapus aplikasi ini tapi sy ditlp kembali katanya knp belum melakukan transaksi kembali.sy coba download kembali aplikasi ini dn pengajuan kembali masi tetap tdk bisa.... aplikasi pinjol Abal abal ga punya cukup modal mungkin,Sy sdh berapa kali minjam disini tdk pernah telat bayar tpi knp giliran mau pengajuan pinjaman kembali malah sdh tdk bisa katanya anda belum memenuhi syarat utk pengajuan pinjaman Sy hapus aplikasi ini tapi sy ditlp kembali katanya knp belum melakukan transaksi kembali sy coba download kembali aplikasi ini dn pengajuan kembali masi tetap tdk bisa aplikasi pinjol Abal abal ga punya cukup modal mungkin
"Tolong kembalikan kredivo seperti yang dulu, belanja di tokped sudah ada menu nya, , , ini harus VA Briva, ribet ! ! ! Kalo ada yg mudah kenapa mesti ribet ! Untung Blibli belom berubah , masih ada menu kredivo nya",Tolong kembalikan kredivo seperti yang dulu  belanja di tokped sudah ada menu nya ini harus VA Briva  ribet Kalo ada yg mudah kenapa mesti ribet Untung Blibli belom berubah masih ada menu kredivo nya
Blm jatuh tempo dibilang udah lewat. Udah dibayar malah di blokir permanen bintang 1 lah dia,Blm jatuh tempo dibilang udah lewat  Udah dibayar malah di blokir permanen bintang lah dia
Limit tidak bisa di cairkan lagi,Limit tidak bisa di cairkan lagi
Mf kasih 3bintang dulu soalnya limit ga bisa digunakan pdhl pembayaran lancar.. limit sudah ada 7jt tp masih belum bisa dipake lagi pdhl pembayaran selalu tepat waktu,Mf kasih  bintang dulu soalnya limit ga bisa digunakan pdhl pembayaran lancar limit sudah ada  jt tp masih belum bisa dipake lagi pdhl pembayaran selalu tepat waktu
Padahal pake Kredivo udh Cukup lama.. Pembayaran juga bagus.. knp Upgrade naik level gak bisa.. Gak jelas banget,Padahal pake Kredivo udh Cukup lama Pembayaran juga bagus knp Upgrade naik level gak bisa Gak jelas banget
"Buat naikin limit susah, padahal semua udah dilakukan sesuai petunjuk, bayàr sebelum jatuh tempo, menggunakan limit dengan baik dan pelunasan sebelum waktu temponya...",Buat naikin limit susah  padahal semua udah dilakukan sesuai petunjuk  bayr sebelum jatuh tempo  menggunakan limit dengan baik dan pelunasan sebelum waktu temponya
"Hai kak Mimin...knp aku sy belum disetujui untuk pinjaman tunainya , padahal sudah 6 BLN menggunakan kredivo, limit belanja hanya 200 rb, dan setiap bulan selalu sy gunakan, dan pembayaranpun tepat waktu. Bolehkah sy tau kwndala dmn?",Hai kak Mimin knp aku sy belum disetujui untuk pinjaman tunainya padahal sudah BLN menggunakan kredivo  limit belanja hanya rb  dan setiap bulan selalu sy gunakan  dan pembayaranpun tepat waktu  Bolehkah sy tau kwndala dmn
Sangat membantu,Sangat membantu
"Kredivo knp sih ,,limit 10juta baru pinjam ga nyampe 2 juta udah 0 rupiah gimana sih ,,pdhl bayar selalu tepat wktu ga sesuai bgt sm pemakaian",Kredivo knp sih limit  juta baru pinjam ga nyampe juta udah rupiah gimana sih pdhl bayar selalu tepat wktu ga sesuai bgt sm pemakaian
"overall dah bagus, tinggal ubah aja limitnya gausah pake yg 1bulan,3bulan,12 bulan. padahal kalo limitnya full ga dibatas kaya gitu bakal banyak yg install juga min, satu lagi, kalo bisa untuk pembayaran tagihan jangan diwajibkan dulu bayar yg pertama, jadi bebas mau bayar yg mana dulu, biar enak",overall dah bagus  tinggal ubah aja limitnya gausah pake yg  bulan  bulan bulan  padahal kalo limitnya full ga dibatas kaya gitu bakal banyak yg install juga min  satu lagi  kalo bisa untuk pembayaran tagihan jangan diwajibkan dulu bayar yg pertama  jadi bebas mau bayar yg mana dulu  biar enak
Dulu pernah gagal daftar ga ada alasan jelas. Sekarang iseng coba ternyata bisa.. soalnya mau beralih ke kredivo karena bunga nya bersaing.. di banding yang lain...,Dulu pernah gagal daftar ga ada alasan jelas  Sekarang iseng coba ternyata bisa soalnya mau beralih ke kredivo karena bunga nya bersaing di banding yang lain
"Aplikasi govlokkk top up pulsa aja ga bisa , padahal dapet limit ampe 12jtan , hubungi pusat bantuan malah suruh melaakukan secara berkala , TOLOL banget ini aplikasi, suruh menunggu terus ,sampe tahun monyet juga ga akan bisa ,TOLOL hapus aja akun gw !Jangan sampe masih terdaftar Akun gw ,TOLONG DI HAPUAKUN GW!!ulit terus",Aplikasi govlok top up pulsa aja ga bisa padahal dapet limit ampe  jtan hubungi pusat bantuan malah suruh melaakukan secara berkala TOLOL banget ini aplikasi  suruh menunggu terus  sampe tahun monyet juga ga akan bisa  TOLOL hapus aja akun gw  Jangan sampe masih terdaftar Akun gw  TOLONG DI HAPUAKUN GW  ulit terus
Gokill tapi limit saya cuma dapet 200 doang😫,Gokill tapi limit saya cuma dapet doang
"limit ga bisa naik kenapa heran, padahal udah lama jadi pengguna kredivo, mau transaksi lebih juga jadi terhambat katanya bisa ajuin kenaikan limit di aplikasi, tapi kok saya ga bisa menemukan opsi tersebut dalam akun saya.",limit ga bisa naik kenapa heran  padahal udah lama jadi pengguna kredivo  mau transaksi lebih juga jadi terhambat katanya bisa ajuin kenaikan limit di aplikasi  tapi kok saya ga bisa menemukan opsi tersebut dalam akun saya
"Saya pemakaian kredivo 7thnan, limit juga sudah 12 JT .gak pernah bermasalah,rating pembayaran bagus,cuma 1 kali ambil cicilan nilainya besar dan pembayaran lancar,tetapi akun di tangguhkan karena saya bayar kecepatan.CS tidak membantu sama sekali. Kecewa berat.",Saya pemakaian kredivo  thnan  limit juga sudah JT  gak pernah bermasalah rating pembayaran bagus cuma kali ambil cicilan nilainya besar dan pembayaran lancar tetapi akun di tangguhkan karena saya bayar kecepatan CS tidak membantu sama sekali  Kecewa berat
trims kredivo yg telah meberikan persetujuan ke akun saya.... semoga lancar dan tetap amanah👍 Transaksi sangat mudah dan cepat... Semoga transaksi2 berikutnya jg lancar...👍,trims kredivo yg telah meberikan persetujuan ke akun saya semoga lancar dan tetap amanah Transaksi sangat mudah dan cepat Semoga transaksi  berikutnya jg lancar 
Verifikasi gagal padahal udah ngisi data dengan benar. Masa suruh nunggu 6 bulan lagi aneh. Jgn jual data saya untuk hal2 yg merugikan saya ya.,Verifikasi gagal padahal udah ngisi data dengan benar  Masa suruh nunggu bulan lagi aneh  Jgn jual data saya untuk hal  yg merugikan saya ya
Ada keanehan di aplikasi ini pertama bagus ko kenapa limit aku makin berkurang bukan bertambah sementara pembayaran aku tidak pernah ada penunggakan...kalo gini gak ada gunanya bayar tepat waktu😡😡😡,Ada keanehan di aplikasi ini pertama bagus ko kenapa limit aku makin berkurang bukan bertambah sementara pembayaran aku tidak pernah ada penunggakan kalo gini gak ada gunanya bayar tepat waktu
sangat cepat,sangat cepat
Mantabz,Mantabz
Sangat baik dan bermanfaat kalau bisa permudah transaksi . Saaya ada limit tapi gak bisa transaksi 🙏😊no tujuan pelayanan tidak bisa lalu limit saya untuk apa kalau tidak bisa transaksi,Sangat baik dan bermanfaat kalau bisa permudah transaksi Saaya ada limit tapi gak bisa transaksi no tujuan pelayanan tidak bisa lalu limit saya untuk apa kalau tidak bisa transaksi
"sebagai custamer / nasabah saya merasa kecewa atas pelayanan pembayaran kredivo, kmaren saya melakukan pembayaran sekitar 800 rb tapi tidak di proseskan, sedangkan uang sudah saya transfer sebagai mana biasa saya membayar , dari kmaren di tunggu 3 jam hari ini saya krim email mlah suruh nunggu 5 hari ? uang hasil kerja segitu gitu nya tapi malah masalah seperti ini , jujur saaya kecewa pada kredivo",sebagai custamer nasabah saya merasa kecewa atas pelayanan pembayaran kredivo  kmaren saya melakukan pembayaran sekitar rb tapi tidak di proseskan  sedangkan uang sudah saya transfer sebagai mana biasa saya membayar dari kmaren di tunggu jam hari ini saya krim email mlah suruh nunggu hari uang hasil kerja segitu gitu nya tapi malah masalah seperti ini jujur saaya kecewa pada kredivo
"Sangat membantu , aplikasi mudah digunakan dan proses sangat mudah tidak pakai ribet. Terimakasih kredivo👍.",Sangat membantu aplikasi mudah digunakan dan proses sangat mudah tidak pakai ribet  Terimakasih kredivo
"Saya sdh biasa belanja dgn kredivo dgn tenor 1 dan 3 bulan..semua aman2 aja..tp ketika saya mau belanja dgn tenor 1 th keterangan ny ""untuk sementara tidak dapat melakukan transaksi""..dgn alasan demi menjaga keamanan akun anda..padahal total ny tidak melebihi limit dan tidak pernah telat bayar selama ini..tolong di perbaiki lg sistem ny biar pengguna tidak kecewa..",Saya sdh biasa belanja dgn kredivo dgn tenor dan bulan  semua aman  aja  tp ketika saya mau belanja dgn tenor th keterangan ny  untuk sementara tidak dapat melakukan transaksi dgn alasan demi menjaga keamanan akun anda  padahal total ny tidak melebihi limit dan tidak pernah telat bayar selama ini  tolong di perbaiki lg sistem ny biar pengguna tidak kecewa
sangatt 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,sangatt 
Kredivo gk jelas.... bayar cepet malah di tangguhkan akunnya...padahal gk pernah telat sama sekali malah terlalu cepat bayarnya.... sangat kecewa,Kredivo gk jelas bayar cepet malah di tangguhkan akunnya padahal gk pernah telat sama sekali malah terlalu cepat bayarnya sangat kecewa
"Parah,kenapa akun saya di tangguhkan,padahal semua pembayaran bulan ini sudah di bayar,tapi harus membayar lagi tagihan bulan depan. Apakah karena tagihan bulan depan mepet sama lebaran? Takut ga di bayar? Sudah lama langganan kredivo,baru kali ini kejadian kaya gini. Maaf ya,saya akan bayar tagihan bulan depan pada waktunya,ga akan saya bayar bulan ini,mau di tutup permanen akun saya,silahkaaaan.",Parah kenapa akun saya di tangguhkan padahal semua pembayaran bulan ini sudah di bayar tapi harus membayar lagi tagihan bulan depan  Apakah karena tagihan bulan depan mepet sama lebaran  Takut ga di bayar  Sudah lama langganan kredivo baru kali ini kejadian kaya gini  Maaf ya saya akan bayar tagihan bulan depan pada waktunya ga akan saya bayar bulan ini mau di tutup permanen akun saya silahkan
"Top lah Sangat Membantu saat keperluan mendesak,,, kalau bisa kurangin biaya administrasi nya jangan terlalu gede",Top lah Sangat Membantu saat keperluan mendesak kalau bisa kurangin biaya administrasi nya jangan terlalu gede
"sangat puas dengan kredivo, meskipun bunga nya agak lumayan, tp sangat membantu saya. terima kasih kredivo.. semakin jaya dan sukses selalu.. di tambah lagi fitur lain juga boleh hehe..",sangat puas dengan kredivo  meskipun bunga nya agak lumayan  tp sangat membantu saya  terima kasih kredivo semakin jaya dan sukses selalu di tambah lagi fitur lain juga boleh hehe
"Mantap,,,,, baru pertama login di aplikasi ini, langsung di setujui, dapat paylater, cicilan, dan pinjaman di kredifazz nya.... Sangat membantu. Menurut saya. Sukses selalu buat kredivo, dan bintang lima pastinya. Semoga terus maju dengan fitur² terbaik nya. Dan tambah jossss..... Ucapan terimakasih banyak buat aplikasi kredivo, yang telah membantu finansial saya. Dan bagi teman teman yang Mau login ke aplikasi kredivo, ikuti langkah²nya Dan isi dengan benar data yang di minta. Pasti berhasil.",Mantap baru pertama login di aplikasi ini  langsung di setujui  dapat paylater  cicilan  dan pinjaman di kredifazz nya Sangat membantu  Menurut saya  Sukses selalu buat kredivo  dan bintang lima pastinya  Semoga terus maju dengan fitur terbaik nya  Dan tambah jos Ucapan terimakasih banyak buat aplikasi kredivo  yang telah membantu finansial saya  Dan bagi teman teman yang Mau login ke aplikasi kredivo  ikuti langkahnya Dan isi dengan benar data yang di minta  Pasti berhasil
"Awalnya saya nyaman menggunakan kredivo, tp karna saya telat 2 hari melakukan pembayaran dan tunggakan tsb sudah saya bayar dengan bunganya secepat mungkin, tp akunnya tidak bisa digunakan untuk transaksi lagi. Minta petunjuk untuk bisa melakukan transaksi lg tp tidak ada yg jelas",Awalnya saya nyaman menggunakan kredivo  tp karna saya telat hari melakukan pembayaran dan tunggakan tsb sudah saya bayar dengan bunganya secepat mungkin  tp akunnya tidak bisa digunakan untuk transaksi lagi  Minta petunjuk untuk bisa melakukan transaksi lg tp tidak ada yg jelas
Awal bulan lancar transaksi nya kok pas mau transaksi lg ga bisa saya sdh konfirmasi sm bagian CS nya ada tulisan TRANSAKSI TIDAK SAH jd selama ini transaksi lancar aja tolong di bantu dong... Padahal uda nyaman pake KREDIVO.. MKSH,Awal bulan lancar transaksi nya kok pas mau transaksi lg ga bisa saya sdh konfirmasi sm bagian CS nya ada tulisan TRANSAKSI TIDAK SAH jd selama ini transaksi lancar aja tolong di bantu dong Padahal uda nyaman pake KREDIVO MKSH
Kredit score tiba2 hilang.cek di cs kredit score A tp di aplikasi tidak muncul sudh refresh apk smpai uninstal dan instal kembali sampai 2 kali tapi masih blm muncul jg. klo sudah balik lg bru sy kasih rating lebih tinggi..mohon segera di perbaiki sistemnya agar customer tidak kecewa.,Kredit score tiba  hilang cek di cs kredit score tp di aplikasi tidak muncul sudh refresh apk smpai uninstal dan instal kembali sampai kali tapi masih blm muncul jg  klo sudah balik lg bru sy kasih rating lebih tinggi  mohon segera di perbaiki sistemnya agar customer tidak kecewa
limit harus fungsi,limit harus fungsi
Goid,Goid
"Saya sudah pakai aplikasi.kredivo hampir 2 taunan , untuk pelayanannya sangat memuaskan ,tapi limit yang saya dapat hanya segitu"" aja ,tolong untuk di tingkatin lg sistemnya ,padahal selalu bayar tepat waktu dan rating saya di kredivo juga sangat bagus",Saya sudah pakai aplikasi kredivo hampir taunan untuk pelayanannya sangat memuaskan  tapi limit yang saya dapat hanya segitu  aja  tolong untuk di tingkatin lg sistemnya  padahal selalu bayar tepat waktu dan rating saya di kredivo juga sangat bagus
Sistem bobrok bayat tidak mau ada keterlambatan tapi layanan yg diberikan tidak optimal sebagian transaksi tidak bisa dipakai.,Sistem bobrok bayat tidak mau ada keterlambatan tapi layanan yg diberikan tidak optimal sebagian transaksi tidak bisa dipakai
Selalu terpana dengan kredivo berkali kali transaksi selalu ada kejutan2 menarik .Keren aku suka kredivo layanan cepat bersahabat fitur2 nya selalu dimengerti mantaf selalu memberikan kemudahan sukses selalu kredivo🤗🥰🥰,Selalu terpana dengan kredivo berkali kali transaksi selalu ada kejutan  menarik  Keren aku suka kredivo layanan cepat bersahabat fitur  nya selalu dimengerti mantaf selalu memberikan kemudahan sukses selalu kredivo
Good application,Good application
"Sangat membantu tapi limit premium cuma 10 jt dan lama naik lagi, padahal pembayaran bagus tiap bulannya,tolong di naikan donk terima kasih",Sangat membantu tapi limit premium cuma jt dan lama naik lagi  padahal pembayaran bagus tiap bulannya tolong di naikan donk terima kasih
"Saya tidak faham dengan perhitungan limit kredivo ini,saya dapat limit 5.000.000 di pakai baru 1.145.520 harus nya sisa nya 3.854.480 eh ini sisa nya cuma 469.336 terus 3.385.144 nya hilang kemana ? Harus nya bilang bilang aja kalo limit saya 1.500.000 jadi nggk usah bohongin nasabah,padahal pembayaran saya lancar",Saya tidak faham dengan perhitungan limit kredivo ini saya dapat limit di pakai baru harus nya sisa nya eh ini sisa nya cuma terus nya hilang kemana Harus nya bilang bilang aja kalo limit saya jadi nggk usah bohongin nasabah padahal pembayaran saya lancar
"Jangan pelunasan cepat bagi kreditur yang akun nya di tangguhkan sementara,itu cuma tipu tipu biar kita melunasi pinjaman kita. Selesai kita bayar yang tujuan nya untuk bisa memakai akun nya lagi, gak tau nya sesudah di bayar semua malah AKUN DIBLOKIR PERMANEN. KREDIVO AJA DI BLOKIR PERMANEN SAMA OJK BIAR TAU RASA !!!!!!!!!!!!!",Jangan pelunasan cepat bagi kreditur yang akun nya di tangguhkan sementara itu cuma tipu tipu biar kita melunasi pinjaman kita  Selesai kita bayar yang tujuan nya untuk bisa memakai akun nya lagi  gak tau nya sesudah di bayar semua malah AKUN DIBLOKIR PERMANEN  KREDIVO AJA DI BLOKIR PERMANEN SAMA OJK BIAR TAU RASA
"👎👎👎👎 awal2 doang gampang ngajukan paylater nya, makin lama makin susah bahkan di tolak. Kalaupun akun dibekukan krn pernah telat.. padahal dari telat bayar udh berbulan2 gk pake kredivo. Padahal akun udh premium, limit sampe 3jt. Ngajukan paylater 50rb aja susah banget", awal  doang gampang ngajukan paylater nya  makin lama makin susah bahkan di tolak  Kalaupun akun dibekukan krn pernah telat padahal dari telat bayar udh berbulan  gk pake kredivo  Padahal akun udh premium  limit sampe  jt  Ngajukan paylater  rb aja susah banget
